team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,xg_away,npxg_away,xg_assist_away,npxg_xg_assist_away,progressive_carries_away,progressive_passes_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,xg_per90_away,xg_assist_per90_away,xg_xg_assist_per90_away,npxg_per90_away,npxg_xg_assist_per90_away,competition_id,season_id,id
19c3f8c4,/en/squads/19c3f8c4/2024-2025/Ajax-Stats,vs Ajax,37,25.1,42.4,34,374,"3,060",34.0,31,22,53,31,0,0,59,5,31.5,31.5,24.3,55.8,469,950,0.91,0.65,1.56,0.91,1.56,0.93,0.72,1.64,0.93,1.64,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/2b41acb5/Almere-City-Stats,vs Almere City,33,25.1,57.1,34,374,"3,060",34.0,60,48,108,60,0,0,38,4,52.3,52.3,45.2,97.5,675,1507,1.76,1.41,3.18,1.76,3.18,1.54,1.33,2.87,1.54,2.87,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
3986b791,/en/squads/3986b791/2024-2025/AZ-Alkmaar-Stats,vs AZ Alkmaar,30,25.6,47.3,34,374,"3,060",34.0,35,27,62,34,1,3,79,6,34.2,31.8,23.0,54.8,514,1159,1.03,0.79,1.82,1.00,1.79,1.01,0.68,1.68,0.94,1.61,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/fb4ca611/Feyenoord-Stats,vs Feyenoord,40,25.2,42.7,34,374,"3,060",34.0,38,28,66,36,2,3,58,2,35.2,32.8,26.8,59.6,443,888,1.12,0.82,1.94,1.06,1.88,1.03,0.79,1.82,0.96,1.75,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/bd08295c/Fortuna-Sittard-Stats,vs Fortuna Sittard,30,24.9,55.6,34,374,"3,060",34.0,54,38,92,51,3,4,44,2,49.7,46.4,37.6,84.0,672,1474,1.59,1.12,2.71,1.50,2.62,1.46,1.11,2.57,1.36,2.47,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,vs Go Ahead Eag,28,25.1,48.6,34,374,"3,060",34.0,54,44,98,50,4,4,58,3,45.6,42.8,34.1,76.9,665,1425,1.59,1.29,2.88,1.47,2.76,1.34,1.00,2.34,1.26,2.26,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/bec05adb/Groningen-Stats,vs Groningen,29,25.1,53.1,34,374,"3,060",34.0,51,39,90,46,5,6,52,2,47.2,42.4,33.1,75.6,521,1279,1.50,1.15,2.65,1.35,2.50,1.39,0.97,2.36,1.25,2.22,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/193ff7aa/Heerenveen-Stats,vs Heerenveen,30,25.2,46.8,34,374,"3,060",34.0,55,41,96,51,4,4,45,3,48.5,45.4,37.5,82.8,472,1138,1.62,1.21,2.82,1.50,2.71,1.43,1.10,2.53,1.33,2.44,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/c882b88e/Heracles-Almelo-Stats,vs Heracles Almelo,24,25.1,54.6,34,374,"3,060",34.0,59,41,100,53,6,6,40,2,59.7,55.1,46.6,101.8,560,1446,1.74,1.21,2.94,1.56,2.76,1.76,1.37,3.13,1.62,2.99,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/8ed04be8/NAC-Breda-Stats,vs NAC Breda,30,25.1,55.0,34,374,"3,060",34.0,57,42,99,50,7,7,47,2,57.2,52.0,42.8,94.8,741,1495,1.68,1.24,2.91,1.47,2.71,1.68,1.26,2.94,1.53,2.79,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/fc629994/NEC-Nijmegen-Stats,vs NEC Nijmegen,25,25.2,51.4,34,374,"3,060",34.0,42,27,69,40,2,2,56,5,43.9,42.3,33.0,75.3,647,1457,1.24,0.79,2.03,1.18,1.97,1.29,0.97,2.26,1.25,2.22,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
e334d850,/en/squads/e334d850/2024-2025/PSV-Eindhoven-Stats,vs PSV Eindhoven,32,25.0,32.5,34,374,"3,060",34.0,39,24,63,37,2,2,47,4,32.6,31.1,22.1,53.2,392,771,1.15,0.71,1.85,1.09,1.79,0.96,0.65,1.61,0.91,1.56,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/bb14adb3/RKC-Waalwijk-Stats,vs RKC Waalwijk,29,25.1,56.1,34,374,"3,060",34.0,72,53,125,64,8,8,38,2,69.3,63.3,52.7,116.1,762,1721,2.12,1.56,3.68,1.88,3.44,2.04,1.55,3.59,1.86,3.41,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/146a68ce/Sparta-Rotterdam-Stats,vs Sparta R'dam,29,25.2,51.1,34,374,"3,060",34.0,41,23,64,37,4,5,49,4,45.1,41.3,31.9,73.3,636,1426,1.21,0.68,1.88,1.09,1.76,1.33,0.94,2.27,1.22,2.15,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/a1f721d3/Twente-Stats,vs Twente,29,25.1,46.7,34,374,"3,060",34.0,49,37,86,47,2,2,55,0,43.9,42.3,32.7,75.0,517,1071,1.44,1.09,2.53,1.38,2.47,1.29,0.96,2.25,1.24,2.21,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
2a428619,/en/squads/2a428619/2024-2025/Utrecht-Stats,vs Utrecht,27,25.1,53.4,34,374,"3,060",34.0,44,28,72,40,4,4,66,4,43.7,40.5,30.3,70.9,533,1247,1.29,0.82,2.12,1.18,2.00,1.28,0.89,2.18,1.19,2.08,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/f0479d7b/Willem-II-Stats,vs Willem II,26,25.1,56.0,34,374,"3,060",34.0,53,38,91,47,6,6,42,0,57.1,52.5,42.4,95.0,675,1737,1.56,1.12,2.68,1.38,2.50,1.68,1.25,2.93,1.55,2.79,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
squads,/en/squads/e3db180b/Zwolle-Stats,vs Zwolle,26,25.1,49.8,34,374,"3,060",34.0,50,33,83,47,3,6,56,2,56.8,52.6,40.8,93.4,563,1348,1.47,0.97,2.44,1.38,2.35,1.67,1.20,2.87,1.55,2.75,23,2024-2025,307b110b-44f3-458e-bd87-53ed7d3add15
